Question,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has technology impacted rice farming in India ?>, Technology has the potential to improve the efficiency and productivity of Indian rice farming significantly," but the adoption of these technologies has been slow due to various challenges. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the most popular harvesters in India ?>, The most popular harvesters in India are the Kubota harvester, Mahindra harvester," and John Deere harvester. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a Subsoiler ?>,Subsoiler is a tractor-mounted implement used for deep tilling in the soil, Its use is beneficial to improve crop growth where soil compaction is an issue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why is a combine harvester beneficial for farmers ?>, Combine harvester is beneficial for farmers as they are self-propelled," which can efficiently get more work done. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is terrace farming ?>,Terrace farming is the process of cultivating crops over mountains, It is done by making flat lands on the sides of the hill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the best time to plant strawberries in India ?>, The best time to plant strawberries in India is during the winter months," from December to February. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the common diseases and pests that affect strawberry plants ?>, The common diseases and pests that affect strawberry plants in India are powdery mildew," verticillium wilt and aphids. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are hop shoots ?>, Hops shoots are cone-shaped, green-coloured female hop plants flowers, Hops shoots’ stems, fruit, and blossoms is uses to prepare beverages such as beer, antibiotics," and other medicines. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How often should strawberries be watered ?>, Strawberries should be watered regularly and deeply, about once a week or as needed," depending on weather conditions. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the ideal temperature and humidity conditions for strawberry farming ?>,The ideal temperature range for strawberry farming in India is between 15-20 degrees Celsius and humidity levels should be kept between 60-70%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which is the first tractor in India ?>, The first tractor in India was the Fordson F," imported from the United States in the 1920s. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which documents are required for a personal loan in India ?>, To get a personal loan in India, you will need a photo, identity proof, address proof," income proof and a bank statement. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which 5 trees are most profitable for farmers in India ?>, Teak trees, pot trees, white trees, mahogany trees," and sandalwood trees are the most profitable trees in India. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the price of a red banana in India ?>,Red bananas cost between Rs 50-100 per kilo in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which are the 5 best tractor companies in the world ?>, Mahindra & Mahindra, John Deere, Massey Ferguson," Case IH & Sonalika are leading tractor companies worldwide. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How much is the yield for green apples per acre ?>,Ans, The average yield for green apples is 5 tonnes per acre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is smart farming in India ?>,Smart farming refers to the use of technology to improve crop yield and technology to improve efficiency and reduce environmental impact in agriculture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What kind of soil is suitable for lavender cultivation ?>,Light yet well-aerated soil rich in organic matter and a ph ranging between 7-8 is ideal for lavender cultivation in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which climate is suitable for black pepper cultivation ?>, Black pepper grows in tropical hot & humid conditions, Moreover, the suitable temperature is between 10-40 degree celsius," with an annual rainfall of 200cm. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which are the top 3 Valdo tractors in India ?>, Valdo 950- SDI, Valdo 945 SDI," and Valdo 939-SDI are popular Valdo tractors in India. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which states are the leading producer of millet in India ?>, Punjab, Maharashtra, Rajasthan, Gujarat, Haryana, UP, Karnataka, Madhya Pradesh," Andhra Pradesh and Tamil Nadu are popular Pearl millet or bajra-producing states in India. """,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the ideal soil for tomato farming ?>,Ans, A well-drained loamy soil with a pH between 6.0 and 7.0 is ideal for tomato farming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of light is best for tomatoes ?>, Tomatoes thrive in full sun," which means at least 6 hours of direct sunlight per day. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How often should tomatoes be watered ?>,A well-drained loamy soil with a pH between 6.0 and 7.0 is ideal for tomato farming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of fertiliser is best for tomato plants ?>, Tomatoes benefit from a balanced organic fertiliser, such as compost or a blend of nitrogen, phosphorus," and potassium. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the common pests and diseases affecting tomatoes ?>, Common pests affecting tomatoes include aphids, tomato fruit worms, and cutworms, while diseases include late blight, early blight, and verticillium wilt," Effective pest and disease management practices are crucial for a successful tomato crop. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is contour farming ?>,Contour farming is a farming technique that involves ploughing and planting crops along the contour lines of a sloping field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the benefits of contour farming ?>, Contour farming helps to reduce soil erosion, conserve water," and increase crop yields. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does contour farming prevent soil erosion ?>, Contour farming slows down the water flow, allowing it to soak into the soil instead of carrying it away," reducing soil erosion. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What crops are suitable for contour farming ?>, Almost any crop can be grown using contour farming, but it’s particularly well-suited for crops that require more water," such as vegetables and fruits. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some of the challenges associated with contour farming ?>, Contour farming requires careful planning and management and can be challenging in areas with steep slopes, limited water availability," and difficult soil conditions. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the 2 main types of farming ?>,Subsistence farming and Commercial farming are the two main types of farming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why is protection of plant varieties required in India ?>, India is one of the founder members of World Trade Organization (WTO) which was established through an agreement known as Marrakesh Agreement Establishing the World Trade Organization that was negotiated and signed by the bulk of the world’s trading nations at Marrakesh, Morocco in 1995, These documents provide the legal ground-rules for international commerce to which all member nations are committed in their trade practices, The TRIPS Agreement is one of the many agreements among these documents, which is Annex 1C of the Marrakesh Agreement, The Agreement on Trade-Related Aspects of Intellectual Property Rights (TRIPS) is an international legal agreement between all the member nations of the WTO, The TRIPS Agreement is a minimum standards agreement, which allows Members to provide more extensive protection of intellectual property if they so wish, For India, the TRIPs agreement became binding from 2005 onwards as the country has got a ten-year transition period (1995-2005) to make the domestic legislation compatible with TRIPs, TRIPS Agreement required India to make necessary provisions for the protection of plant varieties and the rights of plant breeders, In compliance, the Government of India chose the option to adopt an effective sui generis system to protect the plant breeders’ rights on plant varieties along with the rights of farmers’ of the country on the plant varieties through an Act of the Parliament of India by passing the bill on “Protection of Plant Varieties and Farmers’ Rights Act 2001” or PPVFRA (2001), The Rules were framed in 2003, and the Authority was established on November 11," 2005. """,,,,,,,,,,,,,,,,,,,
What is the meaning of protection of plant varieties ?>, The protection on the variety means no one can sell, export, import or produce the seed or propagating materials of such protected (registered) plant variety without the registered breeder’s (owner’s) permission, Protection of a plant variety is an intellectual property right that the breeder (who could be an individual, farmer, community of farmers, institution or a government) enjoys over the variety along with its denomination as its owner who is entitled to rights on the variety that shall remain with the breeder till he assigns it to anyone else, for the entire period of protection for the purpose of preventing any other person from making economic benefit from it or from assuming any of the rights to which the breeder is entitled to without the permission of the breeder in whose name the variety is registered, The protection of the plant variety also means that no one including the registered breeder can sell any other variety with the same denomination or sell the protected variety with any other denomination," commitment of which is also a punishable act of infringement. """,,,,,,,,,,,,,,,,,,,,,,,,,
What are the objectives of the PPV&FR Act (2001) ?>, (i) Establishment of an effective system for protection of plant varieties, rights of farmers and plant breeders and to encourage development of new varieties of plants (ii) Recognize and protect the rights of the farmers in respect of their contribution made in conserving," improving and making available plant genetic resources for the development of new plant varieties (iii) Protect plant breeders’ rights to stimulate investment for research and development for the development of new plant varieties""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a plant variety according to the PPV&FR Act (2001) ?>, The variety is defined as follows:- A group of plants together belonging to a known botanical species or subspecies which can be (i) defined by the expression of the characteristics resulting from a given genotype of the group of plants; (ii) distinguished from any other group of plants on the basis of difference in the expression of at least one of its characteristics; and (iii) considered as a unit with regard to its suitability for being propagated, which remains unchanged after such propagation, A plant variety includes propagating material of new variety, extant variety, transgenic variety," farmers’ variety and essentially derived variety (EDV). """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can a plant variety be protected under the Patent Act in India ?>, No," Plant variety cannot be protected under Patent Act in India""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is difference between Patent Act and PPV&FR Act ?>, Both Acts deal with the IPR of the inventor, The Patent Act of India does not accommodate protection of a pant variety through patenting of a plant or its components or parts, The PPVFRA not only protects a plant variety, it also protects the rights of plant breeders and farmers on plant varieties," The protection of a plant variety is granted in the form of registration. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Are applicants from outside India eligible to apply for registration of their variety under PPV & FR Act, 2001 ?>","Yes, the procedure for obtaining plant variety registration is same for Indian citizen and foreigners, However, foreign applicants must furnish their address though their representatives in India for service while applying for plant variety registration. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is National Gene Fund and how is it utilized ?>, (1) The National Gene Fund is set up by the Central Government that is an aggregation of funds from the following resources: the benefit sharing amount received from the breeder of a variety or an essentially derived variety registered under this Act (b) the royalty component of the Annual Fee paid by the registered breeder/his agent (c) the compensation money deposited by defaulter registered breeder/agent/licensee that is awarded to the farmer/community by the Authority (d) the contribution to the National Gene Fund made by any Indian and international organization and other sources such as Corporate Social Responsibility, (2) The NGF is usable for, Paying the due deposited amount by the registered breeder/agent/licensee as the case may be," to the grantee of the benefit share (b) payment of the compensation to the claimant farmers the granted claim amount deposited by the registered breeder/agent/licensee as the case may be (c) meeting the expenditure on supporting the conservation and sustainable use of genetic resources including in-situ and ex-situ collections and for strengthening the capability of the Panchayat in carrying out such conservation and sustainable use; (d) meeting the expenditure of any scheme/s relating to effective benefit sharing. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the benefits for public and/or private sector in India from the Convention Country Agreement ?>,Public and private sector of India will be able to get registration in convention country based on their registration in India and vice versa, This will save time and money and based on a single registration they will be able to obtain another registration in convention country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any overlap in the benefit sharing provisions between the Biological Diversity Act (2002) and the PVP&FR Act (2001) ?>, No absolutely not, The benefit sharing in PPV&FR Act, 2001 applies only to registered varieties and that too the claim for benefit sharing has to be filed within a period of six months from the date of advertisement in the Plant Varieties Journal on the basis of the use of any conserved or maintained genotype of the crop species in the development of the newly registered variety as published to be valued by the Authority on relative genome contribution from the farmers’ variety," whereas the benefit sharing under Biological Diversity Act applies to access of the material and benefit sharing in commercialization of a flora or fauna and it is granted at the time of commercial utilisation of biological resources. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any similarity between provisions of the PPV&FRA Act and the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA) with respect to material in the public domain ?>, Other than access and benefit sharing facilitation with different terms and conditions, recognition of sovereign rights of the plant genetic material and recognition of farmers’ rights each of which are with specific interpretations in each Act/Treaty respectively, the two differ in their functionality and operation, The PPV&FR Act, 2001 grants IPR to plant breeders in India and accordingly material in public domain can be used by anyone without fear of infringement and consequently it differs from ITPGFRA in this regard," Farmer’s Rights and Farmer’s Variety""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who is a farmer according to the PPV & FR Act ?>, A farmer is any person who - (i) cultivates crops by cultivating the land himself; or (ii) cultivates crops by directly supervising the cultivation or land through any other person; or (iii) conserves and preserves, severally or jointly," with any person any wild species or traditional varieties or adds value to such wild species or traditional varieties through selection and identification of their useful properties""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a Farmers’ Variety ?>,“Farmers’ variety” is a variety which - (i) has been traditionally cultivated (in cultivation prior to introduction of varieties from modern plant breeding interventions) and/or evolved by selection(s) made in existing traditional variety population by the farmers in their fields; or (ii) is a wild relative or land race or a variety about which the farmers possess the common (traditional) knowledge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For registration of varieties under farmers’ variety category, which varieties qualify ?>","Varieties which are traditionally cultivated and evolved by the farmers in their fields by way of selection of variants naturally evolved in the field or varieties which are wild relatives or land race about which the farmers concerned possess common knowledge, In the case of traditional varieties or landraces being maintained by the community or village, the rights will be that of the entire community without restricting it to its being under cultivation for a period of 15 or 18 years in cultivation, as the case may be, However, in the case of selection of evolved variant in such traditional or land races, the period of common knowledge of existence of the variant selection with the individual farmer shall be acknowledged by restricting it to no more than 15 or 18 years, as the case may be for the purposes of registration under extant variety in common knowledge. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In which category is a new variety bred by a farmer is registered ?>, A variety developed or bred as a new variety by following breeding procedures by creating variability using other varieties or genetic stocks to be disclosed as being utilized as parents of the breeding material or for variability through other means for selection, shall be categorised as any other new variety bred by a breeder, under this Act, That means for all purposes and processes, such a variety will be treated in the same manner as any other breeder’s variety and will also be registered eventually as a new variety or extant variety, as the case may be following DUS testing procedures and formalities as required, Here," the farmer will be considered as a breeder without separating him from other breeders. """,,,,,,,,,,,,,,,,,,,,,,,,,,,
Does that mean a claim for a New variety by a plant breeder (not farmer) made as a selection in the traditional variety or landrace cannot be registered as a new variety ?>, Yes, Unless the breeder names the farmer or community as a co-developer or beneficiary with consent or there is evidence for having artificially created variability in a population derived from a traditional variety by any tools of plant breeding other than simple selection in a naturally cultivated traditional variety, such as hybridization, mutation breeding, backcross breeding, introgression, population improvement, hybrid, etc., followed by repeated progeny screening with selection, etc., in the subsequent generations, there is no possibility of registration of such a variety as new variety bred by a breeder, ignoring the role of the farmers’ in having traditionally conserved the variety, Farmers’ interest will always be protected and in such case, with the help of the local Panchayat and State Agricultural University officials," such varieties can be protected in the name of the community of farmers’ group by evidence of heritage. """,,,,,,,,,,,,,,,,,,
Can a farmer or farmers’ community directly file for registration of farmers’ variety with the Authority HQ or its branches ?>, No, A farmer or community of farmers shall have to submit their applications for registration of farmers’ varieties endorsed by their respective Panchayats through the State Agricultural Universities/ Crop based ICAR institutes or Krishi Vigyan Kendrain whose jurisdiction the Panchayat is located, for initiating the process of protection of farmers’ varieties, Crop specific breeder of SAU’s/ICAR Institutions shall certify the seed material for its purity and uniformity by growing it for one season either at farmers’ field or at the institute, Further," the application shall be counter signed and forwarded to Authority by Director of Research of SAU/Director or Principal Coordinators of ICAR Institutions before the onset of next season as described in protocol for receiving applications. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is a variety registered or proposed for registration as a farmer’s variety distinguishable from a modern variety bred by plant breeders including farmer as a plant breeder ?>, Yes, (i) A farmer’s variety is clearly distinguishable from a plant breeder’s variety by being more productive with advanced agronomic features such as dwarf, early maturity, adaptive physiological traits, resistant traits to diseases and pests, responsive to fertigation and irrigation, etc., whereas the typical farmer’s variety is either a landrace itself (claimed as community variety by the community) or a natural mutant identified in the landrace or traditional variety cultivated for a long period by farmers in the region, but with a difference in one or two traits from the known traits of the land race or traditional variety, (ii) Historically, a farmer’s variety or landrace can never match the productivity performance as well as trait expression variation of an advanced variety bred through plant breeding processes by a breeder (including farmer as plant breeder), But it will retain the traditional value present in the variety for which it is a local niche or is being cultivated for long periods as a tradition by the farmers in the region even though it is lower in productivity than the modern high yielding varieties bred by plant breeders, (iii) The above (ii) is the reason why in the case of typical farmer’s variety, DUS testing is not done nor testing is done for two years, but a single year testing is done as Grow Out Test for uniformity and purity of the population," after the same is assured by the technical inputs from the ICAR crop mandate institution in the region or State Agricultural University or other relevant public sector institutions where crop improvement/plant breeding activities are taken up. """,,,,,,,,,,,,,,,,,,,
Are farmers’ varieties exempted from payment of registration fees and DUS test fees ?>,Yes, Applications for varieties of farmers meeting the definition of farmers’ varieties are exempted from payment of all fees except annual fee in any of the processes involved in registering a farmer’s variety or any other proceeding conducted before the Authority or Registrar or Tribunal or High Court or Supreme Court under the Act.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are Farmers’ rights ?>, Farmer’s Right (i) A farmer entitled to be considered as any plant breeder just like anyone from private or public sector, if he has bred a plant variety by involving a non-traditional variety (including land race) as one of the source parents or initial population for applying any plant breeding methodology or tool other than the selection of naturally existing variability (natural mutant) in a land race or a traditional variety being cultivated, In such a case, the farmer also shall be entitled for registration and other protection just as any other plant breeder, Farmer’s Right (ii) In the case of farmers’ variety, a farmer or farmers’ community is entitled to be considered for registration of the farmers’ variety under extant category even if such a traditional variety or landrace has been in cultivation for more than one year and has been in the common knowledge of the community since long period, The application for such a claim shall be different from that to be used for registering a new variety, The application for registration of a farmers’ variety shall contain a declaration as specified in clause(h) of sub-section (1) of section 18, Farmer’s Right (iii) A farmer who is engaged in the conservation of genetic resources of land races and wild relatives of economic plants and their improvement through selection and preservation shall be entitled to be considered for recognition and reward from the National Gene Fund provided such material has been used as donor of genes in varieties registrable under this Act, Farmer’s Right (iv) A farmer shall be deemed to be entitled to save, use, sow, resow, exchange, share or sell his farm produce including seed of a variety protected under this Act in the same manner as he was entitled before the coming into force of this Act, provided he does not sell branded seed of the protected variety, In the case of vegetative propagules such as cuttings, buds, suckers, etc., the farmer’s rights to produce, save, use, sow, resow, exchange, share or sell the propagules are applicable on such propagules only when these remain parts of normal farm produce where the crop is cultivated for the commercial harvest of the crop without resorting to any seed-material propagation protocols that distinguishes the farmer as seeding material producer farmer, Farmer’s Right(v) A farmer also has a right to claim for compensation from the authorised agent/licensee/registered breeder as the case may be, by writing with prima facie evidences to the Authority in Form PV-25, if the registered variety he had purchased from authorised/legitimate agent/licensee of the registered variety, is not performing or did not perform agronomically as claimed on the packaging of the seed, The procedures as described in the Act (Section 39 (2) and Rule 67shall be followed by the Competent Authority before a decision is made to award the compensation as due, However, the right for claim of compensation shall not be valid in the case of purchase of seed of a registered variety sold either by unauthorised seller(other than authorised," licensed or agent of the registered breeder) or by another farmer(including shared/exchanged seed/propagating material) as his farm produce under the farmers’ right under Sec 39(1)(iv) above. """
"Will a variety bred by a farmer as a plant breeder which is recognized by the PPV&FR Act, 2001 as one of the farmers’ rights, also to be considered as a “farmer’s variety” ?>","No, A variety bred by a farmer like any other plant breeder will not be considered as a farmer’s variety, because, in a variety bred by him, the farmer will have also created genetic variability by any means available such as creating cross, raising segregating population, etc., in new plant materials from existing varieties or genetic stock or germplasm he would have obtained from anywhere which he shall disclose, This is in contrast to a variety considered as a farmer’s variety, A farmer’s variety which is among the five farmer’s rights, is developed as a selection by the farmer in the course of his normal tradition of cultivation of a traditional crop variety or landrace, where a differently looking plant is selected from within that landrace or a traditional variety whose progeny he stabilizes over several generations till pure, after which the selected variety looks different for at least one character distinguishable from the original landrace or traditional variety, Though it is a selection, it will remain a traditional variety selection as it is expected to maintain most characters of the traditional source variety or landrace. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the circumstances of seed or seeding material sale by farmers can be treated as not within the farmers’ right under Section 39(1)(iv) to sell or share or exchange the seed ?>,1, When the seed or seeding material is sold in a branded manner 2, When the seed or seeding material is sold as a processed product that cannot be categorized as “his farm produce” Explanation: • If the seed or seeding material was produced under contract for a seed producer or a company, it ceases to be the farm produce of the farmer concerned, • The seed or seeding material shall not be considered as a farmer’s farm produce, if the variety is not grown in the field/orchard for normal grain/vegetable/fruit/flower production, But, is sold as seed/seeding material produced following seed/seeding material production protocols such as space planting, isolation, roguing, isolated special harvesting, processing, nursery for exclusive seedling multiplication or propagule production or controlled conditions such as net house/glasshouse/separate media/soil activity limited to propagule production only, etc, The propagules should not have been, a, multiplied separately as seeding materials under nursery or protected conditions different from normal farm production practiced for selling the produce as commercial consumer product in the market, or b, treated with growth regulators, hormones or chemicals for facilitating their use as seeding material only, other than normal field protection chemicals, or c, produced as seeding propagules under controlled environment conditions involving processing, growing media or, d, packaged as seeding materials for transport as propagules irrespective of brand imprinting on the packaging that indicates commercial packaging for multiplication purpose as seeding material which is different from farm produce for consumption by consumers, If any farmer adopts the above processes or means where special growing conditions or inputs not related to commercial farm produce of the crop, then he has no entitlement of the farmers’ rights on such propagules under Section 39(1)(iv)," but has to obtain authorisation from the registered breeder or his successor or his agent either as an authorised person or as a licensee.)""",,,,,,
What is a “branded seed” for the purpose of describing the farmers’ right to sell ?>, “Branded seed” in the case of varieties propagated through seeds, means any seed sold in a package or any other container and labelled in a manner indicating that it contains seed of a variety protected under this Act, Any action such as selling from a container such as a box or a sack/bag on which obvious marking (temporary or otherwise) that point towards the content being seed/seeding material of a registered variety amounts to branding, In the case of vegetatively propagated plant species, branded seed refers to the product organized as plant generating propagules that may be tied together or isolated into a group or bundled together or units of single or multiple propagules bound together or grouped together in a container or packed/wrapped together, etc.," each identifiable with tag/indicator/mark/descriptor representing the registered variety or such variety’s denomination""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can a farmer who has used his own saved seed, or who has purchased or procured unbranded seed of a protected variety as a farm produce from another farmer seek compensation in case of poor performance of the crop raised from such seed ?>",No, The farmers’ right for compensation is available only in the case of the failure of a crop raised from branded seed of a registered variety planted within the validity period as mentioned on the packing during the period of protection when the said seed is purchased from an authorised/licensed seller/retailer of the Registered Breeder or his Successor / Assignee / Agent, Compensation cannot be claimed on any other unbranded seed form.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is it possible for the title holder of a protected variety to enforce his right in respect of harvested material by the farmer which may have originated from legally or illegally procured propagating material of a registered variety ?>, No, The registered breeder has no rights on the harvested product including the seed irrespective of the source of the seed or seeding material being authentic or not, provided it is part of normal farm produce without any specialized treatment for making the crop obviously targeted for seed or propagule production, In the case of the example on apples, the farmer cannot be prevented from selling the apples, However, since the apple of the specific features which typically represent registered variety can be produced only on the trees of the registered variety only, the farmer would have acquired it from an unauthorized seed producer, Under this presumption, the registered breeder can file a complaint with local authorities asking for details on the source of the trees mentioning his ownership and the right he has to file for infringement against the person/company who may have sold the registered propagules of the protected variety, if it was done without permission of the registered breeder or from authorized source, A farmer however, can claim innocence of being unaware of the protection or consequences of buying/selling propagules without authorization, But, it is to be understood that in such cases of high value products, the sale/purchase of propagules will be even more expensive with guaranteed quality as there would be heavy investment made at the time of establishing either an orchard by the farmer who would produce apples or nursery by the farmer who would produce grafted seedlings, the likelihood of the farmer getting the benefit of being innocent is not very high," The Registered Breeder will however need to carefully accumulate evidence on the matter related to source propagule to file for infringement as well as objection to claim of innocence by farmer. """,,,,,,,,,,,,,,,,,
Who is considered a farmer in the area of growing ornamentals and fruits ?>, The definition of farmer as defined in Section 2(k) of PPV&FR Act, 2001 is same for farmers of field crops, ornamental crops, vegetables," fruits etc. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Under the provision of liability for non-performance of propagating material under Farmers’ Rights, Section 39 (2), what will be the liability of the breeder in case propagating material was sold not by him to a farmer, but by a propagator (authorised or unauthorised), and the variety fails to perform because of low-quality propagating material, Who is liable to compensate the farmer ?>","i, First, the burden of proof is on the claimant farmer to prove that because of low quality propagating material the variety failed to provide the performance, while he has followed all inputs as per the package of practices for his location, ii, He has to have clear evidence that the material planted is the registered variety he is claiming and that it was obtained legitimately from authentic source such as authorized seller by the registered breeder or licensee/agent registered with the Authority for selling the seed the variety, iii, Then, the Authority shall promptly consider the application for compensation as per the provisions of the Act, iv, The claimant for compensation for poor performance of a protected variety will not be eligible for any such claim if the seed of the protected variety was obtainedfrom any of the following: a neighbor farmer as his farm produce (even if he had obtained the original seed from legitimate seed producer/seller) (b) a seller who is not authorized or registered licensee or registered agent with the Authority for selling the variety on behalf of the registered breeder. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the circumstances when a farmer is entitled and not entitled to his right to claim compensation of a variety ?>, Every farmer who purchases (along with proof of purchase) the propagating seed or propagule of the variety from a registered breeder or authorized dealer or agent or license holder of the variety, he is entitled to make any claim for compensation before the Authority if the expected performance under the given conditions is not obtained, However, if the seed or propagule is obtained by way of exchange, sharing or purchase from a fellow farmer without branding as farm produce of the farmer," then there is no right for any claim for compensation as the planting material is obtained without any label claim and as seed/propagule that agrees with the definition of seed in Section 2(x""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How will a farmer come to know the expected performance of the variety and how can he claim compensation if the variety does not perform as expected ?>, Whenever the propagating material (seed or vegetative propagule, as the case may be) of a variety registered under this Act is sold, the registered breeder shall disclose the expected performance under given conditions, If such propagating material fails to provide such performance under such given conditions, the farmer or the group of farmers or the organization of farmers, as the case may be, may claim compensation as prescribed in the Rules, before the Authority, The Authority, after giving notice to the registered breeder of the variety or his agent or licensee, as the case may be, and an opportunity to file opposition as per Rules, hear both parties, and may direct the registered breeder or his agent or licensee as the case may be," to pay such compensation to the farmer concerned as it deems fit. """,,,,,,,,,,,,,,,,,,,,
"Does the Authority Award, Reward and Recognize farmers who contribute in the area of plant varieties or maintain and conserve genetic diversity in plants ?>","Yes, Any farmer or community engaged in the conservation of genetic resources of land races and wild relatives of economic plants and their improvement through selection and preservation shall be entitled for recognition and reward or award, provided there is sufficient evidence that the material so selected or preserved has been used as donors of genes in varieties registrable under this Act, The Authority in consultation with Government of India, has established the following awards; a, Plant Genome Savior Community Awards b, Plant Genome Savior Farmer Reward and c, Plant Genome Savior Farmer Recognition, Plant Genome Saviour Community Award Five Plant Genome Saviour Community Awards of Rs 10 Lakh with citation and memento annually to the farmers engaged in the conservation of the Genetic Resources of the landraces and wild relatives of economics plants and their improvement through selection and preservation provided the material so selected has been used as a donor of genes in respect of varieties registerable under the Act, Plant Genome Saviour Farmer Reward Ten Plant Genome Saviour Farmer Rewards of Rs 1.5 Lakh each with citation & memento annually to the farmers engaged in the conservation of the Genetic Resources of the landraces and wild relatives of economics plants and their improvement through selection and preservation provided the material so selected has been used as a donor of genes in respect of varieties registerable under the Act Plant Genome Saviour Farmer Reward Twenty Plant Genome Saviour farmer Recognitions of Rs 1 lakh each with citation and memento annually to the farmers engaged in the conservation of the Genetic Resources of the landraces and wild relatives of economics plants and their improvement through selection and preservation provided the material so selected has been used as a donor of genes in respect of varieties registerable under the Act. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How are the nominations made for the Awards/Rewards and Recognitions ?>, Every year, the Authority invites applications as nominations by prominent organizations of State or Central Governments or national or international agencies functioning in the country, individuals and agencies working in association with farmers or in touch with farmers for awards, Rewards and Recognitions by way of advertising in leading newspaper in (Hindi and English) and Application Form is also available on the website of the Authority," breeder’s Rights and General Issues""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are pre-requisites for a variety to be eligible for registration ?>, Any plant variety belonging to a species notified by the Authority is entitled to be registered for protection as long as it is not declared to be in public domain, or has been cultivated/used as a breeding stock/commercialized/traded for more than 15 years in case of seed propagated annuals or more than 18 years in trees and vines, or is not protected already in India, provided it is a variety other than a farmer’s variety (traditional variety," landrace or wild relative of cultivated species). """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
